,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,4844071.160079373,718249.7099999998,2159848.95,0.0,0.0,0.0,4933947.6400000295,2159848.95,2159848.95,4833947.650000029,2159848.95,2159848.95,2159848.95,0.0,0.0,176764438.65037546,0.0,1644499.3099999996,2159848.95
1,14843710.189091118,514249.7499999999,11907300.28922983,4061847.6600000467,1542449.2799999996,1542449.2799999996,14716628.500000227,11757586.53000022,11895647.171977863,14903250.326993108,12117586.530000221,12197371.665982047,11747586.540000217,0.0,0.0,32210745.914919723,0.0,1233499.4699999997,11977789.276764508
2,65159951.194676615,1334499.4399999997,69160471.74932751,16815133.59000009,30749687.45125474,31265460.15876642,65541862.008121274,72162177.81000039,77655077.63999882,65977814.21399495,87448290.70277831,86753146.21485846,62877586.78897369,0.0,102919.94,37779397.08887172,102919.94000000002,3084798.5700000096,64777846.55113196
3,26831716.6899992,514249.7499999999,43152284.911632136,12574528.450000137,7590358.012067076,7507846.370000057,26701808.80415528,43249662.588174365,45159618.94999986,26760141.269895162,46797446.90935046,47136047.96979661,48058302.25899675,1230199.5099999998,0.0,11827744.250000104,13658955.488458404,1130749.5099999998,48751268.58000007
4,8181791.972947482,514249.7499999999,1234199.3999999997,4512098.240000022,0.0,0.0,8216846.320000062,1234199.3999999997,1234199.3999999997,8016846.340000059,1234199.3999999997,1234199.3999999997,1234199.3999999997,1230199.5099999998,0.0,9579848.120358052,0.0,1027999.5499999997,1234199.3999999997
5,41945273.204260476,1842749.2199999995,28950421.814896386,11379019.538706396,16113761.006860958,16101795.762673765,42155272.20076406,28747217.909998845,28738120.68758975,42136052.21999974,28726480.649998657,29356975.850284167,29757920.536618773,1850699.1599999995,4929897.960000026,27079812.019265816,8995649.048160162,13636745.689071806,29185616.56759546
6,2159848.95,514249.7499999999,1028499.4999999997,0.0,0.0,0.0,2159848.95,1028499.4999999997,1028499.4999999997,2159848.95,1028499.4999999997,1028499.4999999997,1028499.4999999997,1027799.5399999997,2775048.8400000064,5142497.500000032,2762299.180000006,4520998.130000023,1028499.4999999997
7,11684100.540000126,514249.7499999999,16164073.753040994,5301520.759071942,3805448.150000018,3805448.150000018,11584100.550000126,15862909.140000172,16264659.060000176,11784100.530000126,16152976.726271193,15964575.852087403,16128185.109938025,1022249.6199999998,0.0,4319697.900000023,8437867.584745726,822499.6299999998,16162909.070000175
8,17518558.630340796,1027649.5299999997,11436690.270000134,5574279.010000065,10360047.620000076,10360047.620000076,17577091.780000098,11391256.54251064,11346203.450743115,17477841.7700001,11535190.260000134,11537190.250000136,11736667.848370954,0.0,101999.98000000001,7610896.3000000585,101999.98000000001,1850999.1299999994,11336690.280000133
9,6474339.680000063,513399.7799999999,3328456.9100000183,3850694.8000000296,1028499.4999999997,1028499.4999999997,6474339.680000063,3338456.9000000185,3337110.3863296,6474339.680000063,3328456.9100000183,3328456.9100000183,3328456.9100000183,821749.6599999998,0.0,2982648.550000008,0.0,719749.6699999998,3328456.9100000183
10,1234199.3999999997,512549.80999999994,822799.5999999997,0.0,0.0,0.0,1234199.3999999997,822799.5999999997,822799.5999999997,1234199.3999999997,822799.5999999997,822799.5999999997,822799.5999999997,0.0,0.0,2776948.650000006,0.0,719749.6699999998,822799.5999999997
11,20362026.239999853,1541049.3099999996,16069031.370000202,7456676.180000097,9905023.490000077,9905023.490000077,20362026.239999853,16070031.350000203,16169531.350000203,20362026.239999853,16069531.360000202,16078610.938259153,16071031.360000202,1746549.2299999995,2363448.9900000016,8125146.050000065,8909114.370104928,6677097.100000046,16062923.444536718
12,1028499.4999999997,511699.83999999997,719949.6499999998,0.0,0.0,0.0,1028499.4999999997,719949.6499999998,719949.6499999998,1028499.4999999997,719949.6499999998,719949.6499999998,719949.6499999998,0.0,0.0,2341049.0945367417,0.0,514249.7499999999,719949.6499999998
13,2414135.190000003,511699.83999999997,2157145.2599999993,1027711.179999999,1028499.4999999997,1028499.4999999997,2414135.190000003,2157145.2599999993,2157145.2599999993,2414135.190000003,2157145.2599999993,2157145.2599999993,2126744.7726853564,714249.7299999999,1130749.5099999998,2159848.9499999993,1126249.63,1951749.1799999995,2157145.2599999993
14,12134394.290000105,2053599.1199999994,7175980.510000076,3699173.3100000303,4696506.580000022,4696506.580000022,12134394.290000105,7175980.510000076,7175980.510000076,12134394.290000105,7175980.510000076,7175980.510000076,7175980.510000076,514249.7499999999,1261499.5499999998,6170997.000000044,99999.99,2159398.98,7175980.510000076
15,4549679.770000031,511699.83999999997,5481988.890000045,2225054.810000003,2159848.95,2159848.95,4549679.770000031,5397629.2281454615,5481988.890000045,4469633.169071284,5481988.890000045,5381988.900000044,5481988.890000045,514249.7499999999,0.0,1337049.3499999996,3608199.8637126517,514149.7599999999,5481988.890000045
16,822799.5999999997,511699.83999999997,514249.7499999999,0.0,0.0,0.0,822799.5999999997,514249.7499999999,514249.7499999999,822799.5999999997,514249.7499999999,514249.7499999999,514249.7499999999,0.0,0.0,1234199.3999999997,0.0,514149.7599999999,514249.7499999999
17,8031417.560000074,1538499.3999999997,5492461.900000054,2986401.750000023,4804444.850000025,4804444.850000025,8031417.560000074,5492461.900000054,5492461.900000054,8031417.560000074,5492461.900000054,5492461.900000054,5492461.900000054,514249.7499999999,1336749.3799999997,3599748.250000016,2429152.7100000023,3700848.3200000166,5492461.900000054
18,719949.6499999998,409699.86,514249.7499999999,0.0,0.0,0.0,719949.6499999998,514249.7499999999,514249.7499999999,719949.6499999998,514249.7499999999,514249.7499999999,514249.7499999999,0.0,0.0,1131349.4499999997,0.0,513949.7799999999,514249.7499999999
19,4075815.630000025,409699.86,3564331.85000002,2367158.990000004,1851099.1199999994,1851099.1199999994,4075815.630000025,3564331.85000002,3564331.85000002,4075815.630000025,3564331.85000002,3564331.85000002,3567564.123608045,1028499.4999999997,0.0,1028499.4999999997,2954716.908248566,513949.7799999999,3564331.85000002
20,5141897.560000032,818549.7499999999,3275723.720000018,1662408.599999999,3140730.6700000074,3140730.6700000074,5141897.560000032,3275723.720000018,3275723.720000018,5141897.560000032,3275723.720000018,3275723.720000018,3275723.720000018,514249.7499999999,719749.6699999998,2056998.9999999993,718249.7099999998,1850699.1599999995,3275723.720000018
21,1380864.4799999993,306849.91000000003,1204278.9199999992,620159.7499999995,822599.6199999998,822599.6199999998,1380864.4799999993,1204278.9199999992,1204278.9199999992,1380864.4799999993,1204278.9199999992,1304278.9099999992,1304278.9099999992,0.0,0.0,822799.5999999997,0.0,513949.7799999999,1204278.9199999992
22,514249.7499999999,204849.93000000002,514249.7499999999,0.0,0.0,0.0,514249.7499999999,514249.7499999999,514249.7499999999,514249.7499999999,514249.7499999999,514249.7499999999,514249.7499999999,0.0,0.0,822799.5999999997,0.0,513949.7799999999,514249.7499999999
23,6800612.010000054,1123099.6199999999,5664993.340000052,2692067.7000000137,3524880.510000012,3424880.5200000117,6800612.010000054,5664993.340000052,5664993.340000052,6800612.010000054,5664993.340000052,5664993.340000052,5664993.340000052,1028299.5199999997,1028499.4999999997,2468398.8000000026,3780664.627320413,2980448.660000009,5664993.340000052
24,1028499.4999999997,204849.93000000002,514249.7499999999,514249.7499999999,0.0,0.0,1028499.4999999997,514249.7499999999,514249.7499999999,1028499.4999999997,514249.7499999999,514249.7499999999,514249.7499999999,514149.7599999999,0.0,719949.6499999998,0.0,513949.7799999999,514249.7499999999
25,1133262.6999999995,204849.93000000002,1133270.1999999995,620159.2499999995,411399.79999999993,411399.79999999993,1133262.6999999995,1133270.1999999995,1133270.1999999995,1133262.6999999995,1133270.1999999995,1133270.1999999995,1133270.1999999995,0.0,0.0,719949.6499999998,0.0,513949.7799999999,1133270.1999999995
26,3085498.5000000102,410549.82999999996,2381716.4000000046,1148658.799999999,2088023.1499999994,2088023.1499999994,3085498.5000000102,2381716.4000000046,2381716.4000000046,3085498.5000000102,2381716.4000000046,2381716.4000000046,2381716.4000000046,0.0,0.0,1028499.4999999997,0.0,1028199.5299999997,2381716.4000000046
27,2161760.6999999997,204849.93000000002,2263386.1526854504,1134408.9999999995,925649.5499999997,925649.5499999997,2161760.6999999997,2161766.6999999997,2263766.6800000025,2161760.6999999997,2161766.6999999997,2261766.6900000027,2261766.6900000027,1027349.5699999997,514149.7599999999,514249.7499999999,2774154.9673204045,1028099.5399999997,2161766.6999999997
28,514249.7499999999,204849.93000000002,514249.7499999999,0.0,0.0,0.0,514249.7499999999,514249.7499999999,514249.7499999999,514249.7499999999,514249.7499999999,514249.7499999999,514249.7499999999,0.0,0.0,514249.7499999999,0.0,479507.85081242025,514249.7499999999
29,5247257.700000037,1129649.5099999998,3823529.4500000253,2283067.8000000054,2499414.450000003,2499414.450000003,5247257.700000037,3823529.4500000253,3823529.4500000253,5247257.700000037,3823529.4500000253,3823529.4500000253,3823529.4500000253,1025199.5699999997,1610799.2699999996,2056998.9999999993,1518859.4899999998,2982248.590000009,3823529.4500000253
30,514249.7499999999,204849.93000000002,514249.7499999999,0.0,0.0,0.0,514249.7499999999,514249.7499999999,514249.7499999999,514249.7499999999,514249.7499999999,514249.7499999999,514249.7499999999,0.0,0.0,514249.7499999999,0.0,411099.82999999996,514249.7499999999
31,2161758.1999999997,102849.95000000001,2058911.249999999,1134408.9999999995,925549.5599999997,925549.5599999997,2161758.1999999997,2058911.249999999,2058911.249999999,2161758.1999999997,2058911.249999999,2058911.249999999,2058911.249999999,408199.8599999999,0.0,514249.7499999999,2154805.2873203997,308349.87,2058911.249999999
32,3085498.5000000102,307699.88,2073159.5499999989,1148613.8099999991,2088002.1499999994,2088002.1499999994,3085498.5000000102,2073159.5499999989,2073159.5499999989,3085498.5000000102,2073159.5499999989,2073159.5499999989,2073159.5499999989,0.0,0.0,1028499.4999999997,0.0,719749.6699999998,2073159.5499999989
33,1133258.6999999995,102849.95000000001,927561.2999999996,620069.2699999996,308449.86,308449.86,1133258.6999999995,927561.2999999996,927561.2999999996,1133258.6999999995,927561.2999999996,927561.2999999996,927561.2999999996,0.0,0.0,514249.7499999999,0.0,205599.91000000003,927561.2999999996
34,1028499.4999999997,102849.95000000001,308549.85,514149.7599999999,0.0,0.0,1028499.4999999997,308549.85,308549.85,1028499.4999999997,308549.85,308549.85,308549.85,611399.7799999999,513949.7799999999,514249.7499999999,511699.83999999997,719549.6899999998,308549.85
35,5247249.200000037,408549.83999999997,3923511.940000028,2181923.9799999986,2807951.8000000045,2807951.8000000045,5247249.200000037,3823511.9500000277,3917384.930804471,5247249.200000037,3823511.9500000277,3823511.9500000277,3823511.9500000277,616899.7199999999,925149.5999999997,1542749.2499999995,3366614.9273204072,1748049.1899999995,3823511.9500000277
36,411399.79999999993,102849.95000000001,205699.90000000002,0.0,0.0,0.0,411399.79999999993,205699.90000000002,205699.90000000002,411399.79999999993,205699.90000000002,205699.90000000002,205699.90000000002,0.0,0.0,514249.7499999999,0.0,205599.91000000003,205699.90000000002
37,1030399.2499999995,102849.95000000001,824705.3499999996,495705.46999999974,205699.9,205699.9,1030399.2499999995,824705.3499999996,824705.3499999996,1030399.2499999995,824705.3499999996,824705.3499999996,824705.3499999996,0.0,0.0,514249.7499999999,0.0,205599.91000000003,824705.3499999996
38,2879798.6000000085,204849.93000000005,1558904.299999999,1111484.1299999994,2087999.6499999994,2087999.6499999994,2879798.6000000085,1558904.299999999,1558904.299999999,2879798.6000000085,1558904.299999999,1558904.299999999,1558904.299999999,0.0,0.0,1028499.4999999997,0.0,411299.80999999994,1558904.299999999
39,2370098.580000003,101999.98000000001,1753204.3599999992,1299013.1799999995,719949.6499999998,719949.6499999998,2370098.580000003,1753204.3599999992,1753204.3599999992,2370098.580000003,1753204.3599999992,1753204.3599999992,1753204.3599999992,410699.83999999997,0.0,514249.7499999999,1351825.1563922397,205599.91000000003,1753204.3599999992
40,308549.85,101999.98000000001,205699.90000000002,0.0,0.0,0.0,308549.85,205699.90000000002,205699.90000000002,308549.85,205699.90000000002,205699.90000000002,205699.90000000002,0.0,0.0,514249.7499999999,0.0,205599.91000000003,205699.90000000002
41,3377548.1500000157,307699.88,2135904.380000002,1115777.0899999994,1676099.7399999995,1676099.7399999995,3377548.1500000157,2135904.380000002,2135904.380000002,3377548.1500000157,2135904.380000002,2135904.380000002,2135904.380000002,411049.8199999999,822399.6399999998,1542749.2499999995,1218285.6099999999,1849949.1799999995,2135904.380000002
42,205699.90000000002,101999.98000000001,205699.90000000002,0.0,0.0,0.0,205699.90000000002,205699.90000000002,205699.90000000002,205699.90000000002,205699.90000000002,205699.90000000002,205699.90000000002,0.0,0.0,514249.7499999999,0.0,102849.95000000003,205699.90000000002
43,1196949.2399999995,101999.98000000001,1309802.1799999995,658513.5399999999,514249.7499999998,514249.7499999998,1196949.2399999995,1309802.1799999995,1309802.1799999995,1196949.2399999995,1309802.1799999995,1342940.22439195,1309802.1799999995,102849.95000000001,0.0,411399.79999999993,801492.1209281598,102849.95000000003,1309802.1799999995
44,2673598.7500000047,409699.86,1716801.9199999992,767618.3999999996,938050.1099999998,938050.1099999998,2673598.7500000047,1716801.9199999992,1716701.9299999992,2673348.760000005,1716701.9299999992,1716801.9199999992,1716701.9299999992,102849.95000000003,232499.91000000003,1337049.3499999996,0.0,411399.8,1716801.9199999992
45,453299.6799999999,101999.98000000001,360452.7199999999,248018.70999999996,205699.9,205699.9,453299.6799999999,360452.7199999999,360452.7199999999,453299.6799999999,360452.7199999999,360452.7199999999,360452.7199999999,0.0,0.0,308549.85,0.0,102749.96000000002,360452.7199999999
46,205699.90000000002,101999.98000000001,102849.95000000003,0.0,0.0,0.0,205699.90000000002,102849.95000000003,102849.95000000003,205699.90000000002,102849.95000000003,102849.95000000003,102849.95000000003,0.0,0.0,308549.85,0.0,102749.96000000002,102849.95000000003
47,2098898.88,306849.91000000003,1937601.8399999992,912705.1999999994,1246599.4599999997,1246599.4599999997,2098898.88,1938061.3769425147,1939601.8299999991,2098898.88,1939601.8299999991,1939601.8299999991,1937601.8399999992,205699.90000000002,308449.86,822799.5999999997,1305715.9809281598,719749.6699999998,1940101.8199999991
48,205699.90000000002,0.0,102849.95000000003,0.0,0.0,0.0,205699.90000000002,102849.95000000003,102849.95000000003,205699.90000000002,102849.95000000003,102849.95000000003,102849.95000000003,102849.95000000001,205599.91000000003,205699.90000000002,204849.93000000002,308349.87,102849.95000000003
49,556149.6299999999,0.0,350451.2299999999,329631.76000000007,205499.91999999998,205499.91999999998,556149.6299999999,350451.2299999999,350451.2299999999,556149.6299999999,350451.2299999999,350451.2299999999,350451.2299999999,102849.95000000003,0.0,205699.90000000002,0.0,102749.96000000002,350451.2299999999
50,1131349.4499999997,101999.98000000001,664700.9999999997,435231.6799999998,835199.6599999998,835199.6599999998,1131349.4499999997,664700.9999999997,664700.9999999997,1131349.4499999997,664700.9999999997,664700.9999999997,664700.9999999997,0.0,0.0,411399.79999999993,0.0,205599.91,664700.9999999997
51,761849.5299999997,0.0,661851.0399999997,329631.76000000007,308449.8599999999,308449.8599999999,761849.5299999997,661851.0399999997,661851.0399999997,761849.5299999997,661851.0399999997,661851.0399999997,661851.0399999997,102749.96000000002,0.0,205699.90000000002,653082.9954640799,102749.96000000002,661851.0399999997
52,102849.95000000003,0.0,102849.95000000003,0.0,0.0,0.0,102849.95000000003,102849.95000000003,102849.95000000003,102849.95000000003,102849.95000000003,102849.95000000003,102849.95000000003,0.0,0.0,205699.90000000002,0.0,102749.96000000002,102849.95000000003
53,1255049.3499999996,99999.99,914250.2899999995,456263.5799999997,520449.7799999999,520449.7799999999,1255049.3499999996,914250.2899999995,914250.2899999995,1255049.3499999996,914250.2899999995,914250.2899999995,914250.2899999995,102849.95000000003,205699.90000000002,617099.6999999998,303961.89,718899.6999999998,914250.2899999995
54,205699.9,0.0,102849.95000000003,102849.95000000001,0.0,0.0,205699.9,102849.95000000003,102849.95000000003,205699.9,102849.95000000003,102849.95000000003,102849.95000000003,102749.96000000002,0.0,205699.90000000002,0.0,102749.96000000002,102849.95000000003
55,432349.7399999999,0.0,637950.1499999998,226881.8000000001,102849.95000000001,102849.95000000001,432349.7399999999,637950.1499999998,637950.1499999998,432349.7399999999,637950.1499999998,637950.1499999998,637950.1499999998,205349.91999999998,102849.95000000003,205699.90000000002,555020.98546408,205599.91000000003,637950.1499999998
56,617099.6999999998,0.0,538050.1499999998,229731.7599999999,417599.82999999996,417599.82999999996,617099.6999999998,538050.1499999998,538050.1499999998,617099.6999999998,538050.1499999998,538050.1499999998,538050.1499999998,0.0,0.0,205699.90000000002,0.0,205599.91,538050.1499999998
57,226649.84,0.0,226650.34000000003,124031.85,0.0,0.0,226649.84,226650.34000000003,226650.34000000003,226649.84,226650.34000000003,226650.34000000003,226650.34000000003,0.0,0.0,102849.95000000001,0.0,102749.96000000002,226650.34000000003
58,102849.95000000003,0.0,102849.95000000003,0.0,0.0,0.0,102849.95000000003,102849.95000000003,102849.95000000003,102849.95000000003,102849.95000000003,102849.95000000003,102849.95000000003,0.0,0.0,102849.95000000001,0.0,102749.96000000002,102849.95000000003
59,1255149.3399999996,102849.95000000003,970399.3899999995,559463.5099999997,520449.77999999985,520449.77999999985,1255149.3399999996,970399.3899999995,970399.3899999995,1255149.3399999996,970399.3899999995,970399.3899999995,970399.3899999995,304849.92000000004,322099.86,411399.79999999993,752432.9954640799,514149.7599999999,970399.3899999995
60,102849.95000000003,0.0,102849.95000000003,0.0,0.0,0.0,102849.95000000003,102849.95000000003,102849.95000000003,102849.95000000003,102849.95000000003,102849.95000000003,102849.95000000003,0.0,0.0,102849.95000000001,0.0,0.0,102849.95000000003
61,226649.84,0.0,123799.89000000006,124031.85,0.0,0.0,226649.84,123799.89000000006,123799.89000000006,226649.84,123799.89000000006,123799.89000000006,123799.89000000006,0.0,0.0,102849.95000000001,0.0,0.0,123799.89000000006
62,617099.6999999998,0.0,332349.7499999998,229686.7699999999,417599.82999999996,417599.82999999996,617099.6999999998,332349.7499999998,332349.7499999998,617099.6999999998,332349.7499999998,332349.7499999998,332349.7499999998,0.0,102749.96000000002,205699.90000000002,101999.98000000001,102749.96000000002,332349.7499999998
63,432349.7399999999,0.0,329499.78999999986,226791.82000000007,102849.95000000001,102849.95000000001,432349.7399999999,329499.78999999986,329499.78999999986,432349.7399999999,329499.78999999986,329499.78999999986,329499.78999999986,0.0,0.0,102849.95000000001,349221.09546408005,0.0,329499.78999999986
64,205699.9,0.0,0.0,102749.96,0.0,0.0,205699.9,0.0,0.0,205699.9,0.0,0.0,0.0,0.0,0.0,102849.95000000001,0.0,0.0,0.0
65,843749.5399999997,0.0,456149.6399999998,352899.72999999986,417599.82999999996,417599.82999999996,843749.5399999997,456149.6399999998,456149.6399999998,843749.5399999997,456149.6399999998,456149.6399999998,456149.6399999998,0.0,102749.96000000002,308549.85,303111.92,205599.90999999997,456149.6399999998
66,102849.95000000003,0.0,0.0,0.0,0.0,0.0,102849.95000000003,0.0,0.0,102849.95000000003,0.0,0.0,0.0,0.0,0.0,102849.95000000001,0.0,0.0,0.0
67,329499.7899999999,0.0,329499.78999999986,102749.96,102849.95000000001,102849.95000000001,329499.7899999999,329499.78999999986,329499.78999999986,329499.7899999999,329499.78999999986,329499.78999999986,329499.78999999986,0.0,0.0,102849.95000000001,201111.94,0.0,329499.78999999986
68,411399.7999999999,0.0,229499.79999999987,205249.93000000002,417599.82999999996,417599.82999999996,411399.7999999999,229499.79999999987,229499.79999999987,411399.7999999999,229499.79999999987,229499.79999999987,229499.79999999987,0.0,0.0,205699.90000000002,0.0,0.0,229499.79999999987
69,226549.85000000006,0.0,23799.9,101999.98000000001,0.0,0.0,226549.85000000006,23799.9,23799.9,226549.85000000006,23799.9,23799.9,23799.9,0.0,0.0,102849.95000000001,0.0,102749.96000000002,23799.9
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102849.95000000001,0.0,0.0,0.0
71,613949.7699999999,0.0,431199.7999999999,201999.97000000003,102849.95000000001,102849.95000000001,564665.372493119,431199.7999999999,431199.7999999999,613949.7699999999,431199.7999999999,431199.7999999999,431199.7999999999,0.0,0.0,308549.85,0.0,102749.96000000002,431199.7999999999
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102849.95000000001,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,102749.96000000002,0.0,0.0,0.0,0.0,102749.96000000002,102749.96000000002,0.0,102749.96000000002,102749.96000000002,102749.96000000002,0.0,0.0,102849.95000000003,0.0,0.0,102749.96000000002
